account_uuid|account_value
613b1974-bb1c-4338-8b13-a384e8325717|587.83
6148b6e4-9142-46f9-ad30-75a32b654427|3129
6173499d-7d236-35be-97518-4ceb0266d1|500
6194d1c9-faab6-96ac-d2b38-2ba0c67d45|1903
6196c898-2c97-48c2-ba07-b52b70c6b23e|0
61a9bc87-ab792-2196-57ecc-73d2d4a0e0|1836
61af9a61-5e33f-df7b-f6ac3-ec3b729c5e|390
61b0236f-ca088-f482-1cea0-f235225627|3943
61e5281d-30e66-3f67-65a77-3d8df89d93|850
61fc2606-7ea5b-214c-fc360-34e0670a1b|3325
620556b2-e9c88-3173-03f0a-51461b4b55|1678
62239f7f-37e4-420a-9095-3ea92d729ba1|500
623703a0-b0506-283e-fc5ac-304411f9bd|1085
623c79f5-9dc62-c3e6-98a6b-0043570d7e|1661
6296e6d8-5aa4-4c3f-931e-fd7902e6121d|1258
629c4525-843ef-28e7-f2834-981c3df399|500
62b879a9-88cd-42bd-a775-e1f8dbcd709c|850
62cb2f12-c5bd7-fa68-5ac66-2561e69f43|350
62e70c51-e2f5-4931-ba72-ce7b64303160|3425
636123be-7d613-6708-19935-e84e81d102|1562
636d494f-15c5f-bbee-c9b5e-bf84a6b69b|2050
6380b045-9036-400a-879b-244ebe69db36|3094.93
638a2b72-c6891-af73-355eb-47e97bb704|1104
63943688-1741-4777-888e-7a64f303bb47|8678
63995242-237c-4cb5-82de-949fc6bc9943|0
63c2d6ee-18674-2eb7-f9eee-691fe7bb61|3268.07
63c2f669-4d7f-4a46-ae54-eb3f9660a02e|1270
63c8c0a6-2d26-4e17-9f6f-af7112297d5a|1500
63cf9d2e-21e46-c3c9-7863a-b770e0712d|750
63e800af-96780-e27c-2ce54-263c14c299|1829
63ebdf20-9d29-4b13-a86b-dde7628b292d|696
63f6763e-a350-4c6a-b07a-c3419bd24038|1713.48
64187cf5-90c3b-fb20-20256-60ffc91f73|3309.75
64577549-c4a14-9752-04153-6ceafc9cd3|2716
646cbedd-26a1-4419-8fdf-25298bc4e221|495
6477589e-b9fc-4496-a59d-7de5e59e2b94|1232
647f661e-25dbb-1317-1e23a-2ad6152334|206
64ea3376-29135-acc8-6b4d2-d4dd2ef93c|906.45
64ead6d2-75d0-4df1-a289-4282bad62111|745
65017890-b2c02-3f39-81869-5c21360003|14194.34
6509517d-5d2b7-d547-9ab35-f4a510a543|500
65215b93-db6ec-a627-2679c-f025dea3e1|939.7
65217bc4-99cf-4e34-9d58-7fdfeba58977|3655
653c10bf-b0bcd-41ef-e8ad9-dbe844ee3d|2704
653e2390-d43dd-1dfa-380ab-6fd11f4500|350
655896e8-3471e-b254-997ba-c631a778d4|749
656b19e0-02f97-43a5-3c9af-0774bc2b2a|500
6576fb36-21e1e-ed85-98016-0053ad7336|7747
657834ef-17c6-499d-8632-cad7e0b92a6f|1675
657c1c41-6daf-436f-bbd2-8058709690f3|500
657ebd87-34f32-4c6b-de149-9531a84ec9|15536
658486e4-7677-4d2b-8df4-576171622128|500
6585a0e3-212e-421d-8a32-e796ed8a8364|2235.88
658a6efd-41ddc-db95-d7829-fd67175ef0|31146.88
658bfae3-430e-4818-909f-ab0890e3d240|1800
658f129d-d4951-6f15-4a86b-de94592d1a|528
65a26b53-ef729-eab1-2ec1a-04e0fd8a8d|3558
65a95894-d5c2-47ce-a0d2-6ba2567b0595|2437
65aae074-b7f43-9c5d-d6cb8-f8ccd96dfc|371
65cecf6f-4ec22-3814-d0bec-f8afe6882a|5137.51
65cfcbec-fb519-454c-2da83-5984e18af5|1109
65f63fe2-f976c-95f1-c29cd-8c79c8768a|400
6613486d-84c7a-81aa-2dd54-3b4cab1ee9|640
662cded1-5b8c-46ec-a77a-45105dbe4b06|841.43
663aaaff-ff736-6169-e3f3a-67a6803495|328
663e8441-4da6-4ddb-bf3d-b029d654d596|479
66797bea-2d30e-6216-8d4ba-06441fc8e2|981
667a901e-48e03-f32a-88a31-73ee059656|610
668453fb-0ab2-4d49-a29c-777581219062|1488.09
66a35984-6f92-49ff-bb21-4e546e3699b6|1091.75
66ba1b73-34802-92db-e97de-3e5f1ed5ad|0
66d3d8bb-183a7-2672-ba5de-d74bf7e099|572
66eff978-dec19-3b50-7b28d-26d71cd2df|10470
67202d58-38783-de48-b0733-4501cbfdd7|656
672336dd-5bb9-417d-a3de-128f812b308b|500
6725fda8-3ace-4131-bfcf-cd19f6722f8c|583
67321c7d-8e32-45c1-9b24-5b436ccb6f1c|350
673d69fb-6ba24-4999-86293-4067ca1962|1820
673e1a6d-9dbd7-9231-a09cc-f942f816a5|350
673e8fb9-23833-3654-c6082-67470cfedb|4708
673f91a6-cb1f-4566-b4b9-eddde3f6cd9a|1170
67434d4b-3c1a-42ec-be56-f7ec97c6f05d|1190
67503591-f55f-4f14-9841-25cff869363b|861
675b982e-abdda-dc55-17fb2-edaa2268f0|1492
675ebdc2-7af64-5ee1-0bdfe-5ba365481a|1467
67851155-5591-4e11-a0d5-f120abcf1f0b|340
67b3ed21-e28b-436b-8e32-c5939cf14343|434
67b6111e-2689-4765-997d-5396ea206b09|4034
67b964ff-f217c-0b39-cd102-2abc5f97a0|1379
67ccd2ea-6c6a8-98f7-84148-9cc82afebf|1393
681ae532-39b91-a3e7-5f596-d92bc23254|2625
681f7ea1-5912-467f-8482-721287867c14|565
68207b95-1e5e1-f420-a8e8d-08cd71d008|590
686a22e4-98a98-bb12-7b508-5b8b161732|532.45
686afdb2-e3a5e-524c-535dc-3b9a8eb7c0|0
68b0b50a-a235c-0c92-2fe4c-d481c7ca31|500
6912f045-740ad-0575-120c3-0fdd1e839c|606
6944b620-e02cb-aba5-be3c7-f4d05fdf09|975
6945dc9f-ce34d-5721-73212-728cd9a01c|4547
695c38f2-8bb99-9c67-5f3c1-4bce889408|4211
695ee29e-c6606-45cc-b5708-eff09665fe|1014
6971cd32-8801f-d85e-d1b86-fdb880f494|6836
69757276-ddfa-4c99-8fe3-49b210d97240|1151
698b28d1-3baeb-97aa-65e91-e0e7730194|2147.56
698bc60d-75094-3a9a-57657-6247db760e|975
698e2eb5-af1f-4388-b3b9-c9ffa4fecca4|5786.44
69a971e1-22e87-a295-a9d1f-f9f5a76d3b|897
69b33645-c284-451d-bd04-f67cdcdac825|17846
69b7d371-4a89b-ad41-4b36b-eeddeb64ec|506
69f7a99a-6aca-46c5-b9d1-700686beba7a|7529.78
69f9c0d3-3b452-6745-aa32e-04ffe369a8|2000
6a0b7bd9-8b53c-8ee8-0cc81-42f0ae8bff|1347
6aa45348-c3183-3b5d-08505-eae662845d|1139
6aae14f4-cfa1d-6af4-74992-fdc4f824b2|1568
6ab791a5-82151-ab27-e52a5-fc85ab64f5|1112
6ae260a5-fe1d9-41d6-e70ed-f77f31e68c|2325
6ae4c68e-5295c-5e87-50c44-704fa44557|950
6aee9834-88dc-439a-a43e-5a8a5daee2ad|521
6b1c6501-b0251-ccc3-ca441-affd9ed2ea|400
6b1c9deb-ae372-44fa-eb29c-6fdde30341|229.49
6b2624d2-4a58e-982c-6500c-dc40443d5e|1501
6b290d7b-3c471-fe42-11c3e-4d34622073|1557
6b2ec8df-43c51-92da-f3323-0c7e19cc6e|1214
6b332aab-728a4-d0f1-6813b-bc52b56603|1261
6b359d3b-5383a-d8a3-5cf02-80f2bd60c5|529
6b4fb49f-1823-4499-bec2-faf8137d8d9c|2762.67
6ba0a492-eab2d-b562-d6622-c71612f8eb|3272
6ba91102-b9bd5-ef53-15467-98f827d3ef|2050
6bb0e0c6-3d667-83d9-a7f62-bc23626430|579
6bf3cf5f-de094-9760-b5ec2-3456c8a280|1190
6c0af2fc-6d53-4d3e-8280-33f87e15ac9e|10516
6c283a7a-5b98-4d8e-a386-2b8941950fe3|1882
6c5d3695-caa14-0650-da29d-c26054f3fc|5589.21
6c7654b8-3bb0e-03f3-38b9c-2f5f6039db|750
6d1b8f33-5fa70-8c0a-518fd-752877b2cb|1399
6d510176-2a0a-4e21-80fc-778725b3df94|500
6d65827b-7519-48f8-bd51-d653f6ffca32|500
6d6f7b1d-5ae5c-dd06-4cf1d-5b5ba38165|1671
6daa0d63-da026-3320-7738b-8ede330e84|1317.32
6de80602-b2a7f-31bb-89f3f-a64580a6d7|500
6dfeacd5-a618-4f2d-8776-26482e53a2dd|4127
6e07506f-7221-405f-af03-07a719a43696|500
6e19f87a-9f6b-4e6c-a57f-32471f25d3cc|350
6e1a26d3-bca50-8ad4-6c5b5-43410e5623|1758
6e1b5517-e1d0d-f376-35cc2-1ed0f98f63|1194.12
6e247978-58a5-464a-a01c-84f025e19900|1445.62
6e451cd0-41178-a24f-9d86f-d5835bb844|1594
6e55ba91-43753-58d8-25696-ea4d85e26b|1873
6e5f6f73-001b-499f-adfc-ea8be6e3488e|2645
6e610751-8a85-4759-842b-551675af9356|1168
6e752d45-e2653-c3fc-b21c2-abcb6a23e0|600
6e7f9a99-f1eb-4d75-b434-19eda9de4d19|509
6ea7b5c2-0377e-4f95-587ca-7144642540|500
6ee2ad20-9fd85-0d61-0bd09-a3e349755e|1113
6ef4a4ea-92a5a-7282-fafd9-ea46ede674|768
6efe6699-ef7f-42f4-81f8-77d9aae7d246|649
6f03209e-922a8-8ee2-fae3d-3e04c29422|2640
6f1b7dff-89b4a-1c73-8d7fd-cf28d12ca8|1500
6f5b5255-bee3a-9461-03587-4bdb5ca7ca|1033.31
6f8a02bc-ca43a-2f69-8537b-205658df38|509
6f8c8581-0a29a-5378-58f73-de2b0e06c9|3940
6fd223a2-d5c2-46a0-b162-00b92faaf201|1954
6fe5661e-dc91f-4754-c3d1d-5d0e28863d|41063
7006638e-13c93-4efb-8a5a6-d7118b783e|3440
70068f8f-8583e-4b5d-9a82a-2fbfb5a1d3|5818
70194c45-5419-4b3e-9603-4aecba5c3118|1171
7024141b-4aa9-4f21-a2f2-5d1e707c7fe0|1800
7024de72-b3e86-18f0-0aea2-6d19a5e021|500
7068bf26-6f3be-0fd3-724ea-d698d466fc|3018
70700f49-37db-4d3d-ad99-d06554a1c7dc|37906
70aa8754-a493-4135-9af4-1ccbfa35cc4d|1000
70c6d983-ed33-407e-ac40-924a73fdb78d|8467
70d53146-2ae5-4123-a8d1-b684be7bcc6b|603
70eb830d-d99c6-a46f-e5ef8-9e475623b8|650
70f35112-e039d-bee1-47a1d-13be21f0be|350
70fc65f3-5ffa4-be8e-6d0a6-5c10043ceb|1869
7106d44b-4bff3-1d81-dddb1-c0493ddf17|18549
714770be-2d2f8-00dd-941b6-b9aa7501e9|839
71a69c3c-e4689-a8bb-75527-03838984c8|1336
71c2b43e-c7a6e-9bb8-c6b36-5f83c9404a|0
71c3dd4d-b2499-e94e-5dd66-f0f7a11834|1000
71cc2a41-81399-00a9-efdb9-f7bc01f43c|750
71e1cf56-aa93e-640e-9d87c-c6f9fb48e4|1432
71e94279-758d1-4c58-24e9e-f82a378b5a|1207.2
7239407a-5a384-197c-ec426-10092e0f59|3958
724af852-f9df1-48b4-fefaa-72ce3619a2|972
725612b9-eb8c-4895-b158-84162ab99b3a|2305
72578ba4-2ab1-464a-bdf0-8d4dbc2bdcd7|3016
725ec80f-fc39c-aa24-6ff9c-311a0f2667|0
72888fd7-cb523-737b-b466b-617a77c901|1000
728d8aa5-9fe5-410c-b763-458f376202f0|13913
729ca043-14122-5e71-8313f-363d2f69cb|1346
72aec8eb-a511-46fa-92cf-cd1298688c0d|850
72b5005c-5a128-2f9b-97515-21027e6fde|2367.73
72edbb63-e9dfd-1632-35dac-efec2eacd8|6124
72f350c6-380e2-c8ea-8ed63-4315259dcb|2537.3
73534433-8cf6d-8c36-d69f0-c9c138c4cf|3066
73555902-40b06-a59c-16ea5-b0d60395a0|582
73612dff-8f59-4e25-a452-b25108f90aa7|5298.38
736ce2a4-2326-43fa-a596-b47d6686ac4c|588
73d0e0e8-4db8-4ee5-97f6-4b28277594cf|500
73d46077-ea13-4459-8f93-31d3a4aca7aa|640
73e32e79-dfedf-2b6a-efef9-2456a23499|912
73f03246-8c48-4c3a-8894-324e046d6942|715
73f2d6d9-cc7b7-c990-2f7ab-08022ec96b|500
73f39dbe-443d4-b10b-41380-55d3a2bb4c|25499
741f0af5-5941-41db-8d09-931c2a579dea|870
74592166-ec521-f134-0596a-733fe232ec|3464
74d26740-9a76b-f4e1-56955-fd33b7edfd|8022
74d6b16b-02aa8-5bdb-ac252-38ee083ffe|7009
74e9e2cf-51f5d-963c-2d214-ff5ce6c124|0
750693fb-7d9d0-8dd3-d11ad-34a7f714ce|475.6
7525da69-8dc4f-3ed7-dadb7-5f8d9b1d19|0
75379ce0-929f0-ce98-7ed6c-5e7bbf1a3e|1006.36
7551ebe1-1b74-4161-9d2f-9f4fc2331449|619
7560307d-78ad8-d972-c3a2c-a818fd7bb1|850
756b10ac-efe6-46f6-8168-e8cfe7321d50|1975.53
758d72d9-9ab7d-47f9-44dd6-5d1ed3dc4e|3194.85
75c34b42-949d-4941-b9dc-c2aac7f07708|807
75d0bb5f-4b70-4e27-b5eb-6b5a413e6ba1|901.55
75d18d5b-5c003-63f2-82f2f-e16c01e48f|1979
75d34475-eeb1-4043-af6b-18fd4b1b87fd|3058.89
75fbd2e1-ca70-47ed-9179-267d89c2274d|3387
760df5a0-b3216-43e1-4d4d9-c3d6e1c17b|6103
762154e8-25ec8-8989-e956e-186d513500|3433.24
7639b2e8-19aca-a07f-dc4e5-1d09a73068|13366.41
7679cc03-2810-4870-bd65-b019846be6bb|5491
76853277-d9894-30b4-75c21-d9c9eeccf8|350
768cde7a-5db1c-5745-3e687-1881f71483|3581.9
769ec40f-fdbb-4a73-9fc8-d7964c4877cb|1245.5
76a7773c-f568e-e305-e4d2c-0ac17df2d6|350
76aed651-afdf-452a-b643-0d9215b28d6c|995
76bafed9-feab9-f4df-e72ed-d19f8efef5|0
76be8d3b-7883-4d65-8e61-566e11314c57|616
76bf851e-2b99d-c379-d51c2-f31fccaea2|1206
771617ce-fbcaa-cd56-a3856-3eaa011b8a|3944
7726be3e-a3053-ac2b-80f01-ef6ea2cd99|1621.06
773d9529-8702-4bdd-a4bc-73d3faf8c388|16599
7779ebde-e9358-2b3a-8e58d-6c9af0f114|650
77852f6a-5fdd9-29a5-c9664-763f841049|475
778a7926-eb16e-b3ab-2e86f-746c4ff0e9|785
77d8fbcd-6218-4835-9e72-ee660590a8e4|840
77e01048-e6531-62a1-7f2fa-9b87213684|1218
78188825-b9fdb-56ec-6b9fe-391b1f12ea|0
784010d9-5837-4f16-a21d-8cd2a9157e0b|348.08
784da4f7-27f1-4cdd-98b3-f2c6aa68144f|2030
784fcbe9-b0e0a-466c-7471d-86c7ab6df3|5930
785c9d65-3e021-e649-c2850-24cb5925c0|13436
786123aa-5753a-a9f4-a18d0-28ffdc60f8|350
78661778-aa76d-0825-d5f9c-be01dc7345|500
78941af5-dbd0-428f-95af-c1ee1ff7231b|500
78c7b952-a36f-4261-abcd-db9c46141ea9|1767
78de48a2-3110-4dc7-b140-e5019a7a3518|3121
7945b774-2f6a4-d940-73540-4cb8660222|1384
7948e483-d83a3-82f3-a1f78-274d5f15d6|25826.5
794c464b-8a918-3b91-d13a7-66f45e1ef3|500
796f96e1-3ac0-4a19-8bef-e09d96d1a1a5|1823
79751ce7-f66ed-6d0e-a00f9-6e06b1adeb|3050
79808a54-bb58-4b5b-a4f4-7d2129985f98|6496
7983da20-1ad95-862d-3582b-978affb6c2|350
79c69722-22f7-4a90-917b-f0616ed354f9|3990
79dd31ce-8fc9-4754-bc52-0180eb964377|328
79f13360-085e-4fac-90db-0173f8cf7f72|637
79f8dc01-c8ce0-4a73-a157b-c272543a09|3772.28
7a17cb4a-af493-4db8-d6465-e724a1c1e1|1800
7a2f6ea9-38bdc-84b8-38e13-fe5e067bef|500
7a59210c-17938-16a4-1641d-fb4b74ce1b|1433
7a6bd100-de56a-20d3-82d25-2b2474335e|0
7adb30aa-a153-42df-8dc8-d4c71f724fd9|1005
7ae224f9-c1fcd-b832-396ad-96418b3378|1326
7b47193c-1fdb0-e0bc-19bc5-804719acb1|3024
7bc56147-86c86-ccca-94211-f89461b033|6509
7bd48b13-aefe1-dcb8-98375-46cdba6a6f|0
7be8bc02-e0e24-651c-cc636-9d40c0618b|475
7bf3e242-da2dc-c430-48ac7-41458875e5|990
7c32939f-e6f7-40dd-8777-04bd667b79d4|821
7c4491b9-e13db-aa82-c7045-0f728d9846|1230
7c65684a-724ed-93a3-c46a3-0f63428a94|500
7c6c0c1a-6bd5-4c83-b9ca-413dec3a2784|1152
7c7089b9-30cc6-c5fc-9f5c8-1e4ce6a8c3|0
7cabed40-0d28d-891f-293fa-12485fc14a|0
7cba7260-ba990-9670-56186-49f230225d|2249.06
7ccb691e-290dc-04b2-b3c09-4c1d606442|9409
7cd9eb15-f1989-515f-3aa3c-7dc69f4ab0|602
7cee6e46-169f-4b16-8ab2-29db77e6917d|1813
7d02c86f-94dc-4e92-801c-8bd07e8675b4|2252
7d4a8d3d-e0d2b-a30b-f1143-2b9a8eaf1f|995
7d6c23c3-1d848-25b1-5b8ef-49ad176c17|502
7da0a578-de6cc-226c-223df-2eb513bb7f|1178
7dfc2c99-9f623-1cfe-9ef91-2c54361ff1|3000
7e05e538-8a5e-4fcd-8e14-e1f03679e7b4|2178.75
7e21859c-ff000-25cd-3f425-4444865b9b|972
7e3129e5-5fa58-497b-b241a-c88657855c|691
7e4c1a83-1f2e-4a5d-8daa-8a1846df6bca|4553
7e61d697-da5f5-f3fa-c944f-167918957c|350
7e78aa5c-c172-4a76-9cb5-1eb13aa23fa2|1000
7e8c2e17-b2a8a-c44e-1f653-9ea78d4427|1030
7e9542a7-19a07-1b0f-1223a-343929e92c|1561
7ec55ee2-652f0-3f98-d47b4-86c8943fee|1640
7ec78dd5-38ffa-a3ad-256c6-56b8b72701|4837.04
7eefb87d-fdfce-7b89-575fa-124f0385ef|683
7f08d79d-c8dc3-4d94-29659-40c9ff29df|5619
7f0d431b-c460-4f68-9241-f03c9b8b58e8|3526
7f250467-5add3-ed1a-e7cc8-d697c67717|165927.78
7fb8aa4c-88b5-4f0f-93fb-9a3ac5b1be68|1208.2
7fe4134c-4b75-4800-b795-fafcebac9b38|1100
7ffd6b53-411c-473b-bba0-6f2637c0ea92|997
803fbb26-3266a-9ef8-664b7-54d8a40210|975
8052f761-5a1db-ff58-eb7d5-d5b1d8b633|549
8092f184-1f917-ee47-a0e8e-462f5bb0a1|500
80c0f19c-4dc7e-5c5e-5aef6-e046550857|2069
80d1396e-d5883-ea3a-bfa18-db03b60655|2575.15
8127eb51-7bcac-5357-5a9df-609b3e748c|880
812bf296-c01e8-b285-48049-4d63ec885c|500
812e023c-5f0fe-fae2-5d5b6-8ae898643f|500
8156fedd-560a4-71b4-6c8d9-bd0df0857f|777
8162724d-3c508-e47a-0d577-42ac8a10e0|1183
8177bc61-9680-4ec2-8eab-9ae81d9d641f|933
81b41c6e-8b4d5-647a-eccf0-c8974f320d|1645
81ccd52e-9225d-c5c8-c965a-bbf78fa0ff|505
81d0b467-9045b-18c1-8b3ee-3801e73c3a|350
81d8489e-9f69-4191-a5b2-85efde8f4f7e|1331
820a6a83-cbaf-4df3-86d0-e0dc2f7faf22|36613
821392d4-ad82-47ed-98ed-9bde49fe754d|9932
8216f587-7ade0-3a24-a9398-9875fa2295|680
821da88b-1b17f-c9c4-ef1f1-6ec0dc6274|1292
822aa2ba-fbad-4e73-8482-4e73c26560ef|530
82336858-4b3e9-fa77-c7fee-ebd035263d|742
8275ad1b-ac46b-3351-007b6-c1faf20a82|350
82792832-35d8d-5a32-fe25a-0071ab8258|4281
82ae5f13-cd4aa-115b-b16f6-6adbec05e5|1560.07
82cd8015-aa797-aa28-8cd69-e7e8d8233c|1580
82dc3235-2339e-c5d5-2138e-daa929a73e|3196
82eb2bf7-03fbd-4071-bf968-a7e1f1d99b|1106.04
82f93221-92ba8-db0b-a2efe-004b5dda97|1529
831429e3-03490-08dc-dee4d-2372d2d5bb|559
83342b64-2199b-8597-cfa0a-3b27275df8|1253
834274b6-bc338-64bd-80f22-1699261ad7|531
834bbe87-1bb4-467d-bdb5-fab1d3fa00b5|21297.28
836d7b8d-80ead-e2dc-2deec-f07b162d03|586
8370b8f2-c8bb3-2899-95f98-4598964152|2101
8387254d-943c3-192b-1967a-bb451ac528|1325
8388f8ca-e4a57-1e98-b8bf5-4f4c06cdca|3218.2
839ff71a-cfcf-4fed-99b8-dff3c89b8fb4|1370
83e7d70f-ca50a-d304-73fea-8ec82a0b4f|375
83f1e624-ba44-4f24-b7b1-232d41179855|932
83f68963-bb88-4ac7-8af5-988e4f872ccb|2441
845fad5b-49b0-4d94-9a4f-6213164e01d6|760
84616937-84804-10df-6ac1d-98578945a6|401
84755617-b3236-9178-dc1c8-093773f0bc|8146.5
8477ed10-5c889-7b80-6c8e0-b8fb1dfc4c|500
8493e11e-4380a-9e1e-51937-0dd31b44aa|876
84acfd50-2902d-9796-dc26b-c348e29fd7|518
84ce01d2-8784c-534e-6006a-2799f5c555|3154
84e0c7d6-6be7c-40b4-ee199-423dcc6654|475.52
8506da4c-b16e3-0827-9705b-ee8a450e3e|1599
8515cb63-4bf0f-7494-b865c-3b9bc4a7fb|5116.85
851799f1-8b00-49f9-8fca-e97acd112ed6|1046
85364f43-de1fd-9d0d-d36eb-fd46a1fc9a|0
8579c211-6354a-49ed-a10e3-d5a4b4e512|5069
8590d934-d025f-5ffa-b2416-68a9aa51ea|648
859eed45-d347a-a4bd-4b380-6d9498a7da|501
85ca3c0c-847a9-4082-75c78-50c1aa59d8|0
8625205e-26727-41bb-80084-f953e89178|674
8629f7e4-790ca-2c4a-b3b45-a35e70b347|1033.31
86664f5d-8ab88-4274-2b32e-14a5c46ea1|694.16
867b17a4-83af1-1e1c-cb0d7-7547d3fa61|658
86ade8d5-f55a-465a-9a74-58fdbf7a512d|2504
86b35b3f-e710-480b-9f0f-c30b95c778cd|350
86e91cc9-ea49e-cc71-c218f-2ff307e4bc|500
8701fefd-1a397-f401-a810f-dc002fb5cd|5645
872e8892-4a24-4e53-b2be-3ea2ee7b120b|500
874176a1-b42d-41fd-b973-937bb4a94610|683.48
87487d50-3db4-4638-8017-1098186eab8c|560
877c8c5a-cbc52-05cf-dbf52-0b1a104d36|350
878213be-51fd-46c6-b0fc-f34e888c59c1|689
87ac238d-f55ed-d1f8-4af2a-3b0f441ad7|1561
87bac21a-fbcd-4b0a-8e5b-701faf2ac180|6455
87e8c4ca-d6438-730c-e8979-e542dd820f|7254
8837ceb0-a01b-45df-83a2-beb461548a52|1744.41
885a49ae-3b527-4704-4dd44-0c16363f6e|12359.56
88606bdb-52313-06ac-7d2fd-2ffdffaa6c|4333.84
88989a63-84fa-4ca4-930f-451c27ea68f3|704
88c0ee1d-6e259-870c-f1f45-ac329e5d83|500
88c61318-9c49-4aad-9307-699a37f00bc3|500
88ec7018-2672f-df22-a985e-bf2334387b|1500
88ffff2d-7520-41ab-97cb-7e77a986781b|1393
890be1bc-dd78e-3054-f3fa6-88a8843e51|15068.46
8931338d-37172-48f0-102b3-84c9a52493|1717.5
8934298b-5923a-a99e-f91aa-8a2b440df7|1500
894685e2-5c974-2105-38d0e-c722384f0f|500
894fdeb1-d847-4278-9c5c-373af10cf982|739
8959213c-3d883-66e1-b6404-a92e640d77|8294.48
898e1900-18f9-4f5c-9a6a-b43f1f0ab574|196
89a38b55-273f1-d4a4-4aa31-b456da4885|560
89bc6829-0b82f-6e4b-ff231-b1b7768a2e|3416
89f9cc6c-b555-4137-bf75-60a1ace05bab|1306
89fef86f-d880-48d6-ba73-8763a074ecf1|1815
8a30caea-d1dd-48c0-8f00-0100c3f2cfcc|1162
8ab208eb-7a1b-4964-a2de-38953cb14eef|683
8ab5ee29-4278-4bad-b7ee-a7f3e7f8a012|436.75
8acc6862-c957b-65ab-c3ba9-8d2f1a9736|483.55
8b20bc73-97826-dc70-e7516-d25f4b585f|1580
8b21cb73-dc2d9-f20b-b3830-d80d841767|350
8b36df93-3573-40f3-bc1a-aa698ede7f3a|346
8b5cc117-aaece-880f-c1289-306e7c4df4|0
8b7c6ee2-49d2-4253-a228-842e50f424d3|500
8bebb1c0-e16b-4974-93dd-f4cac5416706|1819
8bf690d8-0857-42ba-a339-85ef1567ea53|6233
8bfbf502-1205e-8d04-54497-5fbce6d019|350
8c1b9457-d77a0-502d-9bc29-eff0782fdc|500
8c42e2ee-b49ec-7af8-4dea4-bd149ae718|1651
8cb468b9-ebf4c-c81b-7df66-4386831079|2853
8cb6748a-bb8db-c7e0-65ce5-c700f0f685|901
8cf6b127-ceaf9-2eb6-73af4-ac67d6cbfd|4940.54
8d313bb5-cfbc1-cecf-27271-177c602ea9|1463
8d55ca34-14fb-4193-95a4-25108b22f5e3|1107
8d57ae62-d5813-7639-5cd82-7185f74c5d|1153
8d5ab604-3b7dd-2758-7cd48-d2c5196dfa|975
8d66a707-5958-495c-9767-2bee0a97e9d8|2080
8d791e5d-5e036-af9d-c5ec8-4627a770e9|1186.18
8de55786-45e21-882b-6a65d-1fed841275|0
8de8de4b-6bdd2-399e-0ae5c-746b32243b|408
8df16d1b-5f35d-c1d9-945be-d7cf04df68|1411.41
8e131df6-ca36c-0291-7540d-12adbb9f26|11849.05
8e62a28a-457f9-8c2e-38ccc-b4ee6f055d|15519.75
8e70c22a-1f336-282e-dda87-5d5c7b36bd|2843
8e74965f-3224-416f-bba4-b0271c3c7bca|34191
8e82f380-6809a-f1ef-a104b-2b3cf22774|2018
8e897fac-bbb06-9d89-c6083-c39960fffd|3606
8ea8d787-9f7ab-a8b2-62ad1-d83d887f38|0
8eafe1cc-63a2-4382-a11f-309f6f281615|350
8ee3a5c6-d656c-9ed3-36548-4eabefbcf1|383
8f0a292a-d7ec4-3745-3ade7-8952f39db0|959
8f28adb0-0680-4621-a9f9-af13d9d3f123|620.75
8f3185f6-0a4b4-d9fa-708aa-cc8bc317f3|338
8f36b43e-381d-417b-9282-eb2c09413540|0
8f8edf6c-0daa-42aa-b0ae-999d87532c23|903
8fc1a02b-a5fd7-43ce-f29c3-f066504a32|745
8fcb7a93-d5d80-e38b-3bffe-e8c15c8d5b|10615
8fd2bf6d-5d2d0-9f32-24855-50db8e8ad4|350
8fe2503a-fca7-48ce-bccb-f847d4364486|771
9003a25a-75dbd-8e88-d3565-f556cb6971|500
901ea7b8-0464-4e55-9d35-7138bf4c900c|0
9024b837-0d085-c43f-39a20-3e6c6a8e58|650
9039f3d8-c30cf-d348-c2bd9-9ddd75e7cb|5099
904fc8ad-00d2-4c11-aa25-f21e32fdca1b|4789
90523b10-c008-47f2-ba78-e22caf92f7eb|2125.84
9063624b-98b67-0afa-cca7a-8d5a9cc98b|500
9071d8fa-3045d-6981-efbfb-dd52144df1|693
9086357a-e9a09-a462-08a3b-d68d07ee6d|500
9088135b-88fa-4bbb-80fb-96e4b59dd203|1979
90d96f4d-bf055-88f3-b4f73-40cecf2c46|3863
90db2cd1-75a9-4519-9047-384d24a3b71f|2866
90df1d0d-3598f-d3f8-06e9c-1df3e39a5d|2585.76
90f6ef61-70cdf-c886-0d6cd-938f6889c8|1100
9109eb53-43bb-4ed2-a2e9-a67776667f0b|0
911abe0d-1a0db-f6a9-c4244-0412abf68d|616
9129e667-06fbf-c950-ddde3-13471239aa|740
913e3b49-1b9ee-c7bb-20195-d77a140c1d|610
9145c0af-218ae-211c-6a848-9c32b6f30f|1050
914bf530-3c90a-90e9-7488c-94d884459a|475
914cb6dc-fbfc5-f103-4226b-2c1cf8cf00|645
91509831-a2b86-6d86-08562-64862e74c3|9820
9175bc7c-45e35-4386-d7fdd-83d614bab8|3029.75
919589bf-bd1c-4437-b4ac-f01e1f8673fa|0
91b8413c-0b9e9-30b8-c18b2-730cf3efe2|8190.32
